翁老师上课非常厉害，逻辑清晰，举例充足，无数机械念稿课程中的一股清流。即将进入ZJU的学生表示要再上一遍翁老师的课，不知道现场听课会有什么不一样的体验。（然而听说抢课异常艰难。。。）,37,5.0
翁恺这个名字就意味着高质量！,23,5.0
很喜欢翁恺老师的课，循循善诱。能感觉到是个可爱的人，横向比较过别人的课，感觉基本功没有翁恺老师的扎实，现在C语言入门和进阶的课已经看完，PTA上的题目只剩链表没有做了。还跟着别的老师学了Python入门，下一步打算争取跟着翁恺再学几门语言，C加加，JAVA，Python。半路出家的，还要去别的地方补计算机组成原理，算法等。长路漫漫，一起加油。,21,5.0
迄今为止本人发现的最好的C语言中文入门视频,16,5.0
老师讲的真好，求不下线,15,5.0
"我是一名大专生，老师对我们上的课很不上心，就是简简单单过一遍内容。我基本靠自学。偶然间刷b站有人推翁恺老师，就一直跟着学了。怎么说，可能我脑子真的不太好使，老师讲的很多内容我都没法第一时间理解透彻。需要重复看几遍，去参阅其他书籍。而且你学的越多，越深奥，再回过头来看，就发现老师讲的越好。
现在我也能自己写一点东西出来了。最重要的是！我觉得上翁恺老师的课学的不仅仅是c语言的知识，更重要的是那种探究性思维。",14,5.0
"可能是因为很多年前录的视频，现在顺序改来改去，我感觉学起来有些吃力。
我知道老师平时很忙，但是进阶课程的质量确实赶不上入门课程的。",11,4.0
感觉课程连贯性不是很好,11,4.0
"课程体验非常差，连续两次没有课程评分标准。平时作业的占比是真的大：）
客服不走心，不耐烦的回复让人觉得，一个mooc的证书真的是高攀不起。



课的角度
1.整体感受：感觉翁恺老师讲解的还是比较高屋建瓴同时也兼顾了细节，结合C程序的书籍一起学习，让大学时期闭塞脑袋的本人再次邂逅了了C语言，燃起对编程的兴趣！
2.印象最深：最钦佩的事翁老师的教学理念，一直在鼓励引导观者继续前行
3.提一个不成熟的建议，课程内容可以适当精简，提高后台管理水平吗，作为网红课程也要及时打打补丁
再次感谢翁老师。",8,2.0
非常棒，非常喜欢翁恺老师的风格，尤其是翁恺老师在课上不停的演示代码，非常生动、直观。,5,5.0
翁老师授课的方式非常的符合我们学生，他能够深入浅出的讲解每一个知识点，通过一些实例来对知识点进行讲解，并且他的授课语言风趣幽默，让我们在一种轻松愉悦的学习氛围下掌握他所教授的知识。,5,5.0
以前就听说翁凯老师讲的特别好，抱着试试看的态度，学习了C语言入门课程，真的厉害，全程手动敲代码，分析的非常透彻，化复杂为简单。不像有的学校就是念PPT。北京理工大学的嵩天老师讲的也不错。入门课程学完了，准备学习进阶课程，然后再学数据结构,3,5.0
老师什么时候能出c  或者c#视频不,3,5.0
本人是翁恺老师忠粉，去年看完了翁恺老师的c语言，讲课方式非常吸引人，每一步都把握的非常好，非常不错，永远滴神。现在在学c  却总是想跟着翁恺老师学，真的希望翁恺老师把c  也讲一遍，哈哈。,2,5.0
"    浙大PTA什么机制啊？！我感觉，就是如果想使用，就含蓄地逼着我们支持正版教材咯~~然后，教材后面有一个课程邀请码，刮码获得进入权限？！
    如果真的是这样的话，真的是。我还不如看其他学校的OJ呢！",2,2.0
特别特别好，老师的逻辑清楚，讲解细致。,2,5.0
"真的！老师的讲法对一个自学的人来说太重要了，在知道翁恺老师的课程之前是也是在网上自己找网课自学的，当感觉听的似乎弄的C语言很复杂一样，听朋友介绍了翁恺老师的课之后来到翁恺老师的课堂，真的是换了一种感觉，老师的讲解方式对初学者很友好，不像那种教科书一样的教法，另外老师也很幽默！目前遇到讲得最好的线上老师了！！！
",2,5.0
建议配合书本和pta刷题，更牢一些,2,5.0
我用了两周半的时间把前面程序设计入门补完了，真的用处很大！我学这个课程完全是自学，听老师讲课是完全能听懂的，对我们这些没基础的人来说很受用，感谢,2,5.0
haohao,2,5.0
老师讲得很好，思路清晰，简单易懂。还有推荐的软件dev c++也简单实用。,2,5.0
"语言形容不出来的棒！
p.s老师的视频贼下饭(≧∇≦)/",2,5.0
"计算机专业大三学生前来学习,查缺补漏（女娲补天），希望一步步学习能提升代码能力和思想，感谢翁凯老师",2,5.0
"( ^_^ )不错嘛
",2,5.0
建议学计算机把翁恺老师的课列入必读课程,1,5.0
听此圣言，风禾尽起。如斯贤，克明俊德，含章未曜。使我青衿之志，履践致远。,1,5.0
有些地方无法理解，可能是本人的问题，但是课程总体是非常优秀的，能接触到如此优秀的课程真的非常幸运,1,4.0
老师讲解很细致，在应用中学习，能把基础知识的很多细节领悟清楚，强烈希望老师能够出一期数据结构和算法的课程，哦对还有c加加    拜托啦！！！,1,5.0
很好很好喜欢这种平和的循序渐进的教学方式,1,5.0
翁恺老师的课值得一个刚开始学的人第二遍第三遍听，每一次都有不同感觉，收获颇丰，不吹好吧，强烈推荐！,1,5.0
好像妙脆角进了米奇妙妙屋，妙到家了,1,5.0
很有教育意义,1,5.0
"非常有收获，老师辛苦了
",1,5.0
翁恺老师讲的非常好，是我的领门老师,1,5.0
很棒，very good！,1,5.0
翁恺NB！每学一门新语言时都会先去看翁恺的课,1,5.0
图形这块的用途不大，也许可以考虑设为选修。循环讲的有一些啰嗦。其它重要内容循环、函数、数组、指针、预处理指令、结构体，这些可以再细致深入一下。,1,4.0
课程很不错 就是现在参与的人有点少 之前的问题没有解决,1,4.0
从没有见过一个网课可以做到像翁恺老师这样的程度。翁恺老师就是我学习C语言的引路人，感谢翁恺老师，感谢MOOC！,1,5.0
期待(๑>؂<๑）好吃喵！,1,5.0
马上要学完翁老师的入门课了，先把进阶课预定好。翁老师讲的太棒了！超级棒！我最近写程序都入迷了。推荐给好多人了,1,5.0
翁恺！我滴男神！,1,5.0
翁恺老师太棒了趴,1,5.0
老师讲的真心太好了,1,5.0
超棒的课程，学完c入门来学c进阶，学完再学数据结构，感谢老师,1,5.0
超赞，老师讲得很好,1,5.0
棒棒的！！！,1,5.0
让我对C语言有了不一样的认识！,1,5.0
老师讲的很好很清晰,1,5.0
"非常好！！
",1,5.0
学习的好地方！,1,5.0
"cjcjcjcj超级超级好的！！！
翁恺老师真的超级超级赞
",1,5.0
nbnbnbnb!,1,5.0
好！好！好！重要的事情说三遍！！！忠实学粉 1，永久学粉 1,1,5.0
翁恺讲解的非常详细，学到的东西很多，希望这个课程可以一直开下去！,1,5.0
"讨论区，这里交流太少，老师也鲜有机会来。
但是课程还是一级棒的！~很喜欢。
如果有老师常用的联系方式，就好了。

很多问题困扰的时候，得不到解决，很难受。",1,5.0
初级现在哪里还有，或者类似的？,1,5.0
有老师带着学比自己看书自学好多了！,1,5.0
老师很幽默 哈哈,1,5.0
我喜欢翁恺老师的课*^_^*,1,5.0
我恺哥最帅,1,5.0
老师讲的特别好,1,5.0
学到不少东西  终于学完了  复习两天  要学数据结构了,1,5.0
翁老师讲很好，正在一点一点地学习，通俗易懂，内容衔接有条理，感谢翁老师，感谢MOOC这个优秀的学习平台！,1,5.0
很好，大部分都能听懂,1,5.0
棒！强烈推荐,1,5.0
自学C语言的不二之选,1,5.0
老师说的非常棒,1,5.0
"很好很好真的挺好的
",1,5.0
翁凯哥哥上的很好，不愧我浙名师啊,1,5.0
"深入浅出，通俗易懂。
零基础，从入门课到进阶课快学完了。
学完之后还会深造哒~~~",1,5.0
"哇，老师讲的超级赞！链表那一块结构的创建受到启发很大，教了我们创建链表的所有思路。我觉得教代码部分最重要的就是思路，这个老师讲的很有条理，虽然我自己琢磨了很久，当想通之后，就会发现讲的超级赞！
非常感谢老师的课程",1,5.0
期待分四星！等翁恺老师的这门课真的等的很辛苦，从第五次开课结束一直等到现在。入门课里老师高超的教学水平希望可以同样在这门课里保持,1,4.0
老师讲的很好，可惜后面没坚持下来,1,5.0
翁凯老师讲的通俗易懂，把C语言讲的很透彻。希望翁凯老师能够出更多的CS方面的课程，非常感谢！,1,5.0
翁凯老是这门课有些难，很多内容我第一遍是没有听懂的，但是回过头来听又觉得很有味道，结合这指定课本和C premier plus学习就更有味道了。感谢老师提供这么优秀的课程给社会，感谢MOOC这个平台，感谢开源和免费的精神！,1,5.0
老师会把一些想法用代码编出来 不是PPT讲师 很赞,1,5.0
授课思路很清晰，循序渐进易理解。就是想问一下进阶版的课程没有网络参考资料吗。,0,5.0
好好好好好,0,5.0
有这个途径真的好,0,5.0
翁恺老师讲得好啊,0,5.0
课程内容充实，学习效果显著,0,5.0
太棒了，高浓度的知识进入了我的脑子,0,5.0
翁恺老师绝绝子，太强了给老师鼓掌！！！！,0,5.0
yyds!,0,5.0
66666,0,5.0
红红火火恍恍惚惚哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0,5.0
课程很棒，非常喜欢,0,5.0
讲清了脉络,0,5.0
"yyds.
",0,5.0
"很爽，很nice
",0,5.0
这个老师很厉害。,0,5.0
初学者的福音！！！！！,0,5.0
"讲的很好，都给演示，但是演示的一些符号有点看不懂

",0,5.0
真的很棒！,0,5.0
真的很棒！,0,5.0
c语言关了，只能看这个，翁恺老师讲的确实好,0,5.0
五个字五个字,0,5.0
老师讲解的非常到位,0,5.0
"很好的学习了C语言
",0,5.0
挺不错的！,0,5.0
"这是有点难啊
",0,5.0
翁恺老师的课程！！真的绝了，大家一定要上手练习，特别好！！,0,2.0
good！,0,5.0
"哇！超出遇期啦。
",0,5.0
很用心的教学,0,5.0
非常好好好好很好很好,0,5.0
"简单易懂，生动形象
",0,5.0
"老师讲的东西细致认真
",0,5.0
"很好，学习氛围浓厚
",0,4.0
学到了很多关于c语言的新知识,0,5.0
学到了很多东西,0,5.0
"很好很好好好
",0,5.0
非常好，老师讲解很清晰。,0,5.0
老师讲的太好了！如果可以多讲讲vim和图形化界面就更好了,0,5.0
我想申请证书,0,5.0
深入浅出，清晰易懂，细节讲解到位,0,5.0
非常好，受用,0,5.0
课程内容很棒，老师讲的很好，深入浅出循序渐进，学到了很多知识,0,5.0
通过这次学习，我学到了很多知识,0,5.0
有的点讲的不行,0,2.0
时不时能收获意外的知识,0,5.0
真是太棒了！！！,0,5.0
受益匪浅！,0,5.0
通俗易懂，循序渐进,0,5.0
受益匪浅，对于c语言乃至计算机编程思维的训练都起到了很好的正向提升，配合pat的题目和课后练习让我对知识点掌握的更深，理解的更透彻。,0,5.0
太酷啦，！,0,5.0
老师：能否把这门课的前序课程给再次开放呀？这么优质的课程关闭了很可惜呀！得先学习C语言的入门级做基础才学得了进阶的这部分呢~ 跪求老师开放入门C，不胜感激！,0,4.0
学到很多知识！,0,5.0
说真的诶，看翁恺老师的课是情怀哇！,0,5.0
"真的讲的太好了，赞赞赞
",0,5.0
"程序越写越大，一个函数很快就不够了，一个源代码文件很快也不够了。

本周就是关于如何把程序代码分散到很多个函数和很多个源代码文件去。",0,5.0
清晰 易理解,0,5.0
非常好，讲解很细致,0,5.0
老师讲课通俗易懂，对一些知识还进行了扩展很难得,0,5.0
"很nice,翁恺老师讲的很通俗易懂，让我这么一个有理数加减法都不会的人，学会了c
",0,5.0
翁老师，YYDS,0,5.0
终于可以学习数据结构了！！,0,5.0
很细致，很好,0,5.0
翁老师看起来讲C语言内容，实际对计算机内核理解很透彻这就是为什么他讲的C如此清晰，值得推荐,0,1.0
翁凯老师讲的非常的好，收益很大，听完之后醍醐灌顶,0,5.0
老师讲的非常不错,0,5.0
"觉得是最好的C语言教学视频
",0,5.0
hj hvuuyuh,0,5.0
老师讲解清晰有趣，非常好,0,5.0
"翁老师本身水平很高，所以讲课能延伸出很多东西，虽然有时比较难明白，但是仔细琢磨后，发现收获实在是太大了
",0,5.0
哇！超出预期了,0,5.0
课程内容和习题难度略有不对等,0,4.0
对初学者特别友好，老师讲的深入浅出，便于理解，习题可练习度高,0,5.0
我宣布翁恺老师是我的男神！,0,5.0
老师讲课的方式非常好，用实列来演示，我非常的喜欢,0,5.0
翁凯老是确实牛,0,4.0
非常推荐，学习c语言的好课程,0,5.0
挺好的，有学到一些东西,0,3.0
老师讲的非常好，希望教学里面能多给些练习的例子，最好能贴近实际项目的,0,5.0
内容简洁但全是干货,0,4.0
.....,0,5.0
"好好好好好！
",0,5.0
"翁恺讲的真好
",0,5.0
蛮好的。蛮好的,0,5.0
好好好好好好,0,5.0
老师讲得很好！,0,5.0
老师超级好哎,0,5.0
老师很厉害,0,5.0
很喜欢翁凯老师的课希望一直能开下去,0,5.0
声音好听！,0,5.0
"牛逼class

",0,5.0
"学习到了蛮多的，至少让我对c有了初步的认知，虽然感觉学的还是很浅
",0,5.0
非常不错，值得学习,0,5.0
非常好的课程,0,5.0
"翁恺老师讲的真是太太太太太好了！！！
循序渐进、深入浅出，既简单易懂，又不乏深度。
而且还有很多小tips，让我们从小白时期开始，就养成良好的编程习惯。",0,5.0
好很好非常好,0,3.0
"非常好，很棒

",0,5.0
翁恺老师很不错，学到了不少,0,5.0
好好好好好,0,5.0
"老师教的由浅入深

",0,5.0
收获颇多，不仅学到了技术，还收获到了不少编程思想,0,5.0
老师讲的很好呀，很详细，通俗易懂,0,5.0
。。。。。,0,5.0
有实力又很替学生着想的老师，非常难得，是大学老师里的清流！,0,4.0
课程很好，很棒,0,5.0
非常好的课程,0,5.0
000000,0,5.0
从mooc这里学到了不少C语言相关的知识，翁恺老师的课还是很不错的,0,4.0
课程深入浅出，通俗易懂，又不乏拓展性，很喜欢,0,5.0
很好的自学课程,0,5.0
Good!Best!!,0,5.0
"老师讲解清晰，生动风趣，好评
",0,5.0
"真的很通俗易懂
",0,5.0
对于一个完全没有任何编程基础的人来说，这门课简直就是最好的选择。正如翁恺老师所说的，这门课的学习只需要有初中水平就够了，讲的也是简单易懂。不想某大学的课程，纯属照着ppt念，代码讲解也没有，单纯的知识的灌输。,0,5.0
非常非常非常好,0,5.0
老师讲的非常精简，循循善诱，非常好！,0,5.0
"讲的非常棒
",0,5.0
"printf(""真的好"")；",0,5.0
c初级怎么参加不了,0,5.0
非常好，学到了很多,0,5.0
翁恺老师讲的不错。,0,5.0
深入浅出，精品课！,0,5.0
教的内容通俗易懂,0,5.0
很棒，学到很多,0,5.0
通过实际样例解读C语言，感觉很不错,0,5.0
"知识点全面，重点突出；课程内容安排，环环相扣，设计巧妙；讲课风格，吸引学生，趣味与知识并存；课堂留有学生思考，深入了学生对知识的理解，加深了对知识的印象；
总之，十分推荐学习这门课程，老师的讲课方式，使我深深地被C语言吸引。
这种纯粹的知识魅力体验真的极其美好，渴望学到新的东西的想法不断得到满足而又不断涌现，更重要的是我通过这门课建立起来了基本的C语言的知识框架，同时又了解了一些关于编程的一些有趣的知识与技巧，真的很推荐，也很感谢。",0,5.0
好好好！一伯昏！,0,5.0
赞一个，爱你,0,5.0
哇？超出预期了,0,5.0
很喜欢老师的教课方式,0,5.0
翁恺老师的课程非常好,0,5.0
教学内容浅显易懂，老师平易近人,0,5.0
老师讲的很到位,0,5.0
老师讲的太好了,0,5.0
2022年秋什么时候开,0,5.0
在此，我学到了很多基础知识，感觉理解的更容易了！,0,4.0
老师讲的浅显易懂。,0,5.0
"666
6666666666",0,5.0
"应该补充多点知识点
",0,3.0
真的是讲了太好啦！通俗易懂，生动有趣，老师个人也很有魅力,0,5.0
"我爱翁恺老师！
",0,5.0
henbang,0,5.0
这个老师讲解真的超级棒！思路非常清晰，重点难点也非常突出，干货满满！,0,5.0
简约不简单,0,5.0
好的老师讲的都不一样,0,5.0
真的非常棒,0,5.0
非常好的c进阶教程,0,5.0
老师讲课清晰易懂,0,5.0
很棒的课程，但总感觉有的地方衔接不太好，像缺了什么一样,0,4.0
"bucuo
",0,4.0
good！！,0,5.0
精心制作的课程视频，翁恺老师讲的很棒,0,5.0
翁恺老师永远的神,0,5.0
"好好好好好
",0,5.0
老师讲的很生动，并且通俗易懂，在学习的过程中还不断给我们鼓励,0,5.0
内容再多点就好了,0,4.0
讲解较为清晰,0,5.0
这个课很棒啦，学完就去看数据结构与算法,0,5.0
翁恺老师，相遇恨晚,0,5.0
被翁恺老师震撼到了，真的能学到好多东西,0,5.0
无.....,0,5.0
很好很好很好,0,5.0
"好
好好好好好
",0,5.0
感觉可以再扩展一下,0,5.0
非常好，讲的很清晰,0,5.0
讲的真的好，是我C语言的启蒙老师。希望翁老师身体健康，桃李满天下！,0,5.0
老师讲课非常清楚，并且不失幽默,0,5.0
"好
good",0,5.0
简练易懂，贴近生活,0,5.0
非常棒！！！！！,0,3.0
一天费用分摊,0,5.0
要是多点习题就更好了,0,5.0
12113221321,0,5.0
非常的棒，good,0,4.0
讲得很好！,0,4.0
翁恺YYDS！,0,5.0
好课，温恺老师讲的很容易懂,0,5.0
每节课都是视频、文档、小测试、作业，四合一，学习效率极高！,0,5.0
阿巴阿巴。,0,3.0
"第三周 -> 11.3 联合 类型定义 ： 
 typedef  *char[10] Strings;  这个是错误的吧?  编译报错。
是不是这样的  typedef char* Strings[10]; ",0,5.0
henbang ,0,5.0
很好，就是讨论区活人太少了,0,5.0
很不错的课程，让我这个c语言小白受益匪浅,0,5.0
课程对我有帮助,0,4.0
很好对于我来说,0,5.0
老师讲的很好,0,5.0
不要下架啊！！！！！,0,5.0
学会了很多,0,4.0
很好，老师讲的很清楚！,0,5.0
非常好，翁恺老师最帅,0,5.0
读者验证码在哪里呀,0,5.0
非常好，老师很棒,0,5.0
翁老师带给我最大的收获就是，在解决一个编程问题时，可以先借助某种方式将它构思出来，这样在写程序的时候，就会减少很多问题的出现,0,5.0
讲的非常好,0,5.0
"讲的很好，感觉自己有了很大的提升
",0,5.0
翁凯老师的C语言课真的很棒,0,5.0
讲得很好，学习了,0,5.0
考试很紧张哈哈！翁老师讲的特别好！,0,5.0
翁恺恺叔和陈越姥姥直接封神好吧,0,5.0
"很好，快点发证书吧
",0,5.0
"非常棒！！！！！
",0,5.0
好！！！！！！,0,5.0
"老师讲的太好了
",0,5.0
就个人感受而言，老师会从能力提升，原理讲解上进行叙说，也附带有实际运用；对于我来说，这门课程是很重要的。,0,5.0
翁凯老师讲的很好,0,5.0
好好好好好,0,5.0
非常吸引人,0,5.0
翁老师讲课深入浅出，摆脱了以往老教师说教式的上课模式，语言非常接地气，表达方式通俗易懂，确实是我接触过的讲得很棒的大学老师！~,0,5.0
太难了，入门级别的学不了吧,0,5.0
通俗易懂，比在学校听PPT要好很多,0,5.0
赞赞赞，感谢老师,0,5.0
老师讲得真好,0,5.0
课程内容组织得很有条理，由浅入深，实用性很强。语言精练，很有特色，娓娓道来，像讲故事一样吸引人。,0,5.0
6666666666666,0,4.0
课程不错，录制时间较早，如果能使用最新的IDE软件录制，会更棒,0,4.0
感激之情溢于言表,0,5.0
呵呵哈哈哈,0,1.0
教学方案极好，易学，易懂,0,3.0
"yyds啊

",0,5.0
"讲解非常清晰，逻辑通顺!
",0,5.0
课程紧凑明了，好理解,0,5.0
真的非常好,0,5.0
补充了我学习遗漏的方面,0,4.0
讲得很详细，课程设计循序渐进。,0,5.0
出题人很友好,0,5.0
太好了，真的太好了,0,5.0
课程内容丰富，所包含的知识面很广，能有效的学习到新知识,0,5.0
思路清晰，由浅入深，很好,0,5.0
学到了很多知识，感谢老师！,0,5.0
受益匪浅呀,0,4.0
太棒了，感谢教授的慕课,0,5.0
这个课程好啊啊,0,5.0
"老师讲的真的很好
",0,5.0
课程短小精悍，内容紧凑，上级演示内容清晰明了，注重基础逻辑和计算机的运作,0,5.0
"挺好挺好啊啊啊啊啊
",0,5.0
内容详细，能很好的与实际使用相结合,0,2.0
"还不错，入门到进阶都听了。整体内容比较清晰，讲的也比较容易懂。不过最后的内容稍微有点懵。还是得动手
",0,4.0
"啊啊啊啊啊啊啊啊!我才来,就还剩2周结课了",0,5.0
老师讲的很好，非常详细，,0,5.0
非常好！！！！,0,5.0
整个课程感觉就是：教的是加减乘除，让你解多元线性方程。一句注释都不写，让你猜猜这段代码我要干什么,0,1.0
jiangde很不错,0,5.0
爱了爱了！,0,5.0
详略得当，逐步深入，感谢带新手入门,0,5.0
老师一如既往的好，继续跟随，努力学习！,0,5.0
当年学过的 谭浩强 里面少了很多 指针 相关的东西。,0,5.0
老师讲课的架构比较清晰，举例清晰有助于理解知识点,0,5.0
有很大的收获,0,5.0
多给些练习题，参考答案就更好了。,0,5.0
非常优质的课程,0,5.0
"我是看完了别的老师的入门课,但没有讲链表,于是专门搜的链表内容找到的这个课,结果十分惊喜,于是把这个还有老师的完整的c语言程序设计也加入了.
老师讲的指针很好懂,他很喜欢""看地址"",我自己就爱这么干,这样真的对理解很有帮助,之前我都是自己边学边写代码来看,有时候搞错了就耽误很多时间.
比如之前听课我自己琢磨指针的分配什么的整半天,结果老师第一节指针内容就讲到了.
而且对于声控,老师的声音也很完美.
",0,5.0
在学习的过程当中学习到了许多函数的实现，是一节好课。,0,5.0
HAIXB,0,4.0
老师讲的很好,0,4.0
听了三个老师的课差点要放弃学习了，直到发现翁恺老师的课程，原来C语言可以讲得这么直白，终于听懂了！要坚持学下去！全网最易懂的C语言课程！没有之一！,0,5.0
老师讲得很好,0,5.0
"非常感谢老师
",0,5.0
对于初学者来说慢慢有点难了，前面学过的一些细节容易忘记，然后有些地方会更不上跟不上，坚持吧！,0,5.0
"char *p;
while (1) {
    p = malloc(1);
    *p = 0;
}
这个题没有问题吗？ malloc 不是返回void * 吗， 不用强制类型转换就直接可以赋值吗？求解",0,4.0
跟老师重温基础！基础不牢，大厦倾覆于一瞬！,0,5.0
"超级超级好的一门课
",0,5.0
nbnbnb,0,5.0
从翁老师的课中学习到了很多,0,5.0
"多来点，小程序什么的，来个扫雷的C语言啊什么的
要不然没意思",0,3.0
对计算机感兴趣的文科生太开心了,0,5.0
翁恺老师是我认为最好的老师，不愧是浙大,0,5.0
翁恺老师yyds,0,5.0
课程很好 就是有些地方还是不够细致 ,0,5.0
感觉到自己有点提升了，有了整个框架的概念,0,5.0
翁恺老师我的超人！,0,5.0
"超级好好好
",0,5.0
"授课方式十分的好,超出了我的预期",0,5.0
深入浅出，学习有兴趣，知识丰富，令人动容。,0,5.0
有层次，希望有更深入的后续课程,0,4.0
可以说是收获满满,0,5.0
很详细，易懂,0,5.0
十分幽默，而且对小白很友好,0,5.0
好！！！！！！,0,5.0
翁恺老师的C语言入门真的讲的很好，逻辑清晰，让人容易理解。但不知道什么原因，总感觉课程有部分进行了删减，老师说“之前我们讲过的什么什么”，但我其实没有看到这样的内容。,0,5.0
感受到程序编写过程中的结构之美！,0,5.0
声音真好听，老师真好。,0,5.0
haohao,0,5.0
可以撒旦发个和,0,5.0
老师真的讲的很好，可以看出老师是有着对计算机发自内心的热爱的，真的很打动我，老师真的很棒，很可爱 啊哈哈哈哈哈 老师有时候课上的一个小笑声，很触动我，我也跟着笑了 哈哈哈哈 老师讲的课体验感真的很好,0,5.0
该有的知识点老师全部会讲，很多小白很难搞懂C在计算机上运行的原理，C的编译器选择，C的发展历史导致的如今的一些历史产物，这些老师全都讲到了，而且会用实际运用和一些精心设计的角度来加深学生对C的理解 是一门非常不错的课程,0,5.0
很不错的C语言课程,0,5.0
老师讲的很好，很喜欢，具有很强的吸引力,0,5.0
"好
很有启发性
",0,5.0
好好好好好,0,5.0
老师讲的非常棒,0,5.0
老师这个课上得很好，小白很容易学习,0,5.0
内容涵盖很好，组织上有部分不连贯，可能是因为分批录制的原因。,0,4.0
承接基础课程，直观清晰。,0,5.0
非常感谢!,0,5.0
"他讲的好哇！
",0,4.0
先当不错，支持,0,5.0
作为已经工作前来学习的人来点个赞。这门课本身不算难，翁老师很多地方的语言也比较简略，然而却经常能寥寥数语点破工程上（不是理论上）的痛点。很多时候代码能力的差异并不是理论上不知道算法，而是在多种方案皆可时的纠结，看不到未来存在大量扩展和变动时究竟怎么样才是良好的设计起点。这很明显是有过大量工程积累的人才能形成的思维模式，也是很多学院派老师不具备的。,0,5.0
我尽量从客观的角度上来描述，首先，翁老师的课程结构性和系统性都差强人意，美中不足的是偶尔会有些跳跃性的知识点，会导致该节课听了云里雾里的如果没有从别的课了解c的基础的话。此外，进阶课程的设置明显没有基础课程用心，有一些重复累赘的成分。不过总体上来说，翁老师的课还是属于质量上乘的佳品。,0,4.0
老师讲的太棒了,0,5.0
对于学基础的同学，知识还挺全面，很好。,0,5.0
看的出来这位老师一定很受学生欢迎，讲的很好，很适合刚开始学习的人看。,0,5.0
翁老师，永远的神,0,5.0
"老师讲的很详细
",0,5.0
翁恺老师讲得非常棒！感谢老师！,0,5.0
非常有趣，上课能够保持注意不走神，学到了很多，可惜没早点看这些课。,0,5.0
翁恺永远的神。,0,5.0
贴别贴别好,0,5.0
深入浅出，醍醐灌顶，入木三分，获益匪浅，感激不尽！！！,0,5.0
好 good,0,5.0
啊啊啊威尔法,0,5.0
很好！！！！！,0,5.0
老师讲得很详细！,0,4.0
非常不错的课程,0,5.0
特别特别号 老师讲的也很好,0,5.0
翁老师讲得比较生动，很容易听懂，讲得很不错。,0,5.0
内容很好很完善，老师也很认真负责。,0,5.0
课程不错。,0,4.0
细节真的很细,0,5.0
"翁恺老师讲的不错
",0,5.0
我好喜欢老师！老师太强了！！,0,5.0
深入浅出 很不错,0,5.0
讲课通俗易懂，个别视频质量不太高，可以更换一下,0,4.0
翁老师讲的真的蛮好的。,0,4.0
